env,bias,mae,ks,sim_ht,n_agents
healthy,0.9,0.15756189194080308,0.5769230769230769,"[[0.65272901]
 [0.63141672]
 [0.58099582]
 [0.59867039]
 [0.61913645]
 [0.52823336]
 [0.61570304]
 [0.49953813]
 [0.54962975]
 [0.56352197]
 [0.48686325]
 [0.58063567]
 [0.68937391]
 [0.48475962]
 [0.63391006]
 [0.50895653]
 [0.54487473]
 [0.52827387]
 [0.53015847]
 [0.63110344]
 [0.65543356]
 [0.55602698]
 [0.64981987]
 [0.60384741]
 [0.55556194]
 [0.50096932]
 [0.60134894]
 [0.53964556]
 [0.59836692]
 [0.58085461]
 [0.54481297]
 [0.59413063]
 [0.60720845]
 [0.5459872 ]
 [0.49558337]
 [0.61633221]
 [0.60040788]
 [0.58878264]
 [0.53963495]
 [0.61116921]
 [0.60720592]
 [0.53550436]
 [0.54427578]
 [0.52790021]
 [0.64637334]
 [0.57644982]
 [0.63891571]
 [0.58565166]
 [0.55685637]
 [0.64666531]
 [0.58346276]
 [0.64634353]]",52
healthy,1.0,0.15570583015708747,0.5192307692307693,"[[0.54324146]
 [0.58482918]
 [0.5246843 ]
 [0.53809579]
 [0.6279149 ]
 [0.59417339]
 [0.55288445]
 [0.56975811]
 [0.55102345]
 [0.63600361]
 [0.64487351]
 [0.58849306]
 [0.65787134]
 [0.59442038]
 [0.52470023]
 [0.57178317]
 [0.65471844]
 [0.65677529]
 [0.55016774]
 [0.64656322]
 [0.64326557]
 [0.61199702]
 [0.62791496]
 [0.58210049]
 [0.67752931]
 [0.6363938 ]
 [0.64322722]
 [0.57265696]
 [0.57921233]
 [0.57557763]
 [0.68310691]
 [0.5468549 ]
 [0.64338873]
 [0.65758926]
 [0.59235524]
 [0.57180308]
 [0.48584581]
 [0.63393343]
 [0.65469005]
 [0.59255889]
 [0.61202992]
 [0.53210726]
 [0.59444037]
 [0.56972791]
 [0.63393232]
 [0.61519835]
 [0.56012077]
 [0.71139747]
 [0.5502028 ]
 [0.65489169]
 [0.75690086]
 [0.61333888]]",52
unhealthy,0.0,0.2591802934018992,0.8269230769230769,"[[0.60414608]
 [0.63702001]
 [0.63701749]
 [0.63719675]
 [0.61998603]
 [0.6687204 ]
 [0.64094536]
 [0.67532441]
 [0.65860524]
 [0.60416303]
 [0.61713095]
 [0.64076608]
 [0.71081874]
 [0.63785065]
 [0.67553489]
 [0.59005223]
 [0.67527381]
 [0.69113587]
 [0.53472085]
 [0.65276965]
 [0.63978418]
 [0.68666555]
 [0.60260885]
 [0.71078697]
 [0.78939721]
 [0.62192765]
 [0.6849581 ]
 [0.60260991]
 [0.64351352]
 [0.68319337]
 [0.61344416]
 [0.67306215]
 [0.60462233]
 [0.65525625]
 [0.61423463]
 [0.66704548]
 [0.65023725]
 [0.65083045]
 [0.510518  ]
 [0.62877568]
 [0.61229511]
 [0.78290188]
 [0.63784403]
 [0.76698657]
 [0.65762398]
 [0.65278717]
 [0.61328779]
 [0.67092352]
 [0.76437877]
 [0.49861809]
 [0.56445698]
 [0.58939329]]",52
unhealthy,0.1,0.24144694473068265,0.7884615384615384,"[[0.6470267 ]
 [0.62222183]
 [0.62223106]
 [0.59995092]
 [0.6246007 ]
 [0.62307833]
 [0.53564677]
 [0.64505823]
 [0.71039344]
 [0.62305551]
 [0.70278809]
 [0.59097369]
 [0.64294027]
 [0.64482614]
 [0.57005152]
 [0.62847302]
 [0.60779425]
 [0.70838128]
 [0.5848294 ]
 [0.60619857]
 [0.36775925]
 [0.53081893]
 [0.64702917]
 [0.73708635]
 [0.53304507]
 [0.60012122]
 [0.68534551]
 [0.62485563]
 [0.64021029]
 [0.64860218]
 [0.59578702]
 [0.67463298]
 [0.56940347]
 [0.67638142]
 [0.66864655]
 [0.62958041]
 [0.66393908]
 [0.58506798]
 [0.61416357]
 [0.68925843]
 [0.70292314]
 [0.64862689]
 [0.68557054]
 [0.56921774]
 [0.48989495]
 [0.41294526]
 [0.64624093]
 [0.4981839 ]
 [0.62466083]
 [0.68251402]
 [0.57166151]
 [0.5371095 ]]",52
unhealthy,0.2,0.22098569899283924,0.7692307692307693,"[[0.57855659]
 [0.52137795]
 [0.72651031]
 [0.56052578]
 [0.49709159]
 [0.51219398]
 [0.47417458]
 [0.5158373 ]
 [0.63814578]
 [0.61542038]
 [0.42120564]
 [0.54675568]
 [0.68036291]
 [0.65377265]
 [0.61626107]
 [0.72943364]
 [0.60906106]
 [0.51851137]
 [0.60629949]
 [0.557283  ]
 [0.66326978]
 [0.68060363]
 [0.59908951]
 [0.5588013 ]
 [0.67677114]
 [0.50283405]
 [0.5264315 ]
 [0.57430108]
 [0.52915374]
 [0.63982662]
 [0.57789209]
 [0.59100201]
 [0.55751901]
 [0.59717842]
 [0.65163   ]
 [0.66027615]
 [0.61652111]
 [0.49010891]
 [0.68042545]
 [0.59502676]
 [0.59123511]
 [0.64773108]
 [0.66436514]
 [0.55012726]
 [0.589896  ]
 [0.41583362]
 [0.45234448]
 [0.44341378]
 [0.7288289 ]
 [0.57655435]
 [0.28147011]
 [0.59742987]]",52
unhealthy,0.3,0.21198681060812125,0.7692307692307693,"[[0.61057214]
 [0.67233787]
 [0.45785255]
 [0.53506708]
 [0.6956223 ]
 [0.65033028]
 [0.58984771]
 [0.50845718]
 [0.56907162]
 [0.59086812]
 [0.56416272]
 [0.61006027]
 [0.53535753]
 [0.45772197]
 [0.69435224]
 [0.50845714]
 [0.47115611]
 [0.58983378]
 [0.56904622]
 [0.49104647]
 [0.58763887]
 [0.53022676]
 [0.56700059]
 [0.6722372 ]
 [0.55281905]
 [0.59084351]
 [0.54708525]
 [0.50934676]
 [0.50957765]
 [0.5323638 ]
 [0.58832362]
 [0.52806675]
 [0.52841376]
 [0.53000086]
 [0.56807962]
 [0.48600908]
 [0.62903211]
 [0.54798561]
 [0.5904579 ]
 [0.61003646]
 [0.46737707]
 [0.60070804]
 [0.62876733]
 [0.51136169]
 [0.608125  ]
 [0.48491377]
 [0.69436528]
 [0.50735467]
 [0.48733223]
 [0.45197674]
 [0.61004941]
 [0.58853944]]",52
unhealthy,0.4,0.20360763058144696,0.7692307692307693,"[[0.49904638]
 [0.54098579]
 [0.5611508 ]
 [0.56017038]
 [0.54005459]
 [0.56276666]
 [0.55925153]
 [0.48726895]
 [0.62557816]
 [0.47894013]
 [0.4762151 ]
 [0.4332105 ]
 [0.56207978]
 [0.5201921 ]
 [0.54093806]
 [0.6698863 ]
 [0.518165  ]
 [0.51824531]
 [0.51809712]
 [0.54078253]
 [0.47682159]
 [0.5145908 ]
 [0.58177656]
 [0.55967652]
 [0.53632738]
 [0.58006685]
 [0.58205609]
 [0.56186954]
 [0.56207734]
 [0.5389724 ]
 [0.62682212]
 [0.47831176]
 [0.60367003]
 [0.58095409]
 [0.55944908]
 [0.57967131]
 [0.60825495]
 [0.56159771]
 [0.55968728]
 [0.52021355]
 [0.62137303]
 [0.59995524]
 [0.52527109]
 [0.49906057]
 [0.47670119]
 [0.44169045]
 [0.55971389]
 [0.60343257]
 [0.53606188]
 [0.5821778 ]
 [0.53635377]
 [0.54076417]]",52
unhealthy,0.5,0.1912231048665952,0.7307692307692307,"[[0.44724943]
 [0.52992197]
 [0.55062777]
 [0.55072434]
 [0.44887851]
 [0.50011682]
 [0.59227652]
 [0.51299352]
 [0.49042147]
 [0.54252525]
 [0.50949097]
 [0.56022485]
 [0.4676258 ]
 [0.39913245]
 [0.53541939]
 [0.55455026]
 [0.55769421]
 [0.60440652]
 [0.4906265 ]
 [0.53226792]
 [0.4701595 ]
 [0.51091467]
 [0.46988826]
 [0.55064817]
 [0.5598189 ]
 [0.43879447]
 [0.56210482]
 [0.51070347]
 [0.55071935]
 [0.59218132]
 [0.48871276]
 [0.55570534]
 [0.44724942]
 [0.53308841]
 [0.42469885]
 [0.53519992]
 [0.53601695]
 [0.56620581]
 [0.44749886]
 [0.53519302]
 [0.44757948]
 [0.55043147]
 [0.61384776]
 [0.5943645 ]
 [0.53104329]
 [0.42230973]
 [0.53104035]
 [0.51323475]
 [0.53939472]
 [0.5944239 ]
 [0.59246022]
 [0.52141342]]",52
unhealthy,0.6,0.17850468341533343,0.6730769230769231,"[[0.41619254]
 [0.48337106]
 [0.48779672]
 [0.45775078]
 [0.53218066]
 [0.39308392]
 [0.43823851]
 [0.57014886]
 [0.48510105]
 [0.43651473]
 [0.48535142]
 [0.47831188]
 [0.54883252]
 [0.56028472]
 [0.4633003 ]
 [0.54027125]
 [0.52372782]
 [0.5069199 ]
 [0.50607403]
 [0.44464204]
 [0.50236384]
 [0.48308018]
 [0.52442805]
 [0.43821386]
 [0.39153201]
 [0.50084579]
 [0.4607919 ]
 [0.46534621]
 [0.5636035 ]
 [0.50462517]
 [0.48198479]
 [0.38212409]
 [0.50234188]
 [0.52442825]
 [0.41915104]
 [0.46055974]
 [0.4374715 ]
 [0.48507806]
 [0.52645557]
 [0.48042222]
 [0.59878859]
 [0.54884855]
 [0.50318402]
 [0.45802096]
 [0.58368082]
 [0.48535207]
 [0.48532419]
 [0.52265346]
 [0.36563342]
 [0.58464632]
 [0.52669858]
 [0.46022539]]",52
unhealthy,0.7,0.1725904110279935,0.6538461538461539,"[[0.4716574 ]
 [0.58448856]
 [0.5565306 ]
 [0.4650017 ]
 [0.47423809]
 [0.35885742]
 [0.5216169 ]
 [0.42428139]
 [0.47311794]
 [0.53027529]
 [0.4572532 ]
 [0.49633175]
 [0.47358546]
 [0.46531227]
 [0.30180937]
 [0.41868759]
 [0.46207156]
 [0.51331911]
 [0.56939252]
 [0.55534963]
 [0.41570617]
 [0.46352651]
 [0.45331551]
 [0.50886369]
 [0.47614251]
 [0.43259312]
 [0.45744788]
 [0.41747036]
 [0.41162693]
 [0.4653648 ]
 [0.51312578]
 [0.42742483]
 [0.46001663]
 [0.45354855]
 [0.54323058]
 [0.53410746]
 [0.42864129]
 [0.51378079]
 [0.33708597]
 [0.51360905]
 [0.48437891]
 [0.42424697]
 [0.45352397]
 [0.5194384 ]
 [0.46938406]
 [0.5184931 ]
 [0.43842319]
 [0.48931506]
 [0.53590828]
 [0.45144913]
 [0.43287523]
 [0.40579536]]",52
unhealthy,0.8,0.1661996793393457,0.5961538461538461,"[[0.46793875]
 [0.37516866]
 [0.50086021]
 [0.48186312]
 [0.40100626]
 [0.44171958]
 [0.422444  ]
 [0.39206147]
 [0.4527736 ]
 [0.46859068]
 [0.46501304]
 [0.4629679 ]
 [0.48121272]
 [0.32297091]
 [0.42661405]
 [0.42202868]
 [0.42278773]
 [0.48177498]
 [0.42416567]
 [0.51818083]
 [0.4993806 ]
 [0.44738891]
 [0.45517211]
 [0.40366126]
 [0.45261848]
 [0.47037129]
 [0.44747583]
 [0.48464047]
 [0.44741341]
 [0.37752839]
 [0.53147815]
 [0.34989279]
 [0.48687131]
 [0.40368929]
 [0.35191042]
 [0.48188107]
 [0.51841582]
 [0.52753124]
 [0.37546008]
 [0.44199861]
 [0.4011306 ]
 [0.48467424]
 [0.51868091]
 [0.30578321]
 [0.48356361]
 [0.38276155]
 [0.40034976]
 [0.52777934]
 [0.44608728]
 [0.47934571]
 [0.47083864]
 [0.46528667]]",52
unhealthy,0.9,0.16347768016587744,0.5,"[[0.4897727 ]
 [0.44312862]
 [0.26271707]
 [0.41742914]
 [0.42571464]
 [0.47989657]
 [0.44191427]
 [0.43438669]
 [0.29262976]
 [0.49193839]
 [0.32308763]
 [0.39316723]
 [0.45243585]
 [0.25939484]
 [0.4407086 ]
 [0.36861235]
 [0.4260062 ]
 [0.34712701]
 [0.50548584]
 [0.34734495]
 [0.4165626 ]
 [0.45721037]
 [0.48994939]
 [0.44161173]
 [0.44298435]
 [0.39990018]
 [0.43457309]
 [0.42588798]
 [0.50649865]
 [0.47489327]
 [0.41826764]
 [0.36610758]
 [0.41890206]
 [0.48937832]
 [0.39285466]
 [0.43478051]
 [0.38321816]
 [0.46024111]
 [0.36574658]
 [0.4670649 ]
 [0.4618614 ]
 [0.39288363]
 [0.46642924]
 [0.347102  ]
 [0.43191426]
 [0.39522078]
 [0.42933445]
 [0.36889626]
 [0.4553388 ]
 [0.35852708]
 [0.44440508]
 [0.43646187]]",52
unhealthy,1.0,0.16347768016587744,0.5,"[[0.3746469 ]
 [0.4276656 ]
 [0.40535457]
 [0.34501351]
 [0.26005634]
 [0.4021158 ]
 [0.32087654]
 [0.51292441]
 [0.38477914]
 [0.46379458]
 [0.40598293]
 [0.39051507]
 [0.46422739]
 [0.43049256]
 [0.38874696]
 [0.26765288]
 [0.29227033]
 [0.34531161]
 [0.39052993]
 [0.40762277]
 [0.4855793 ]
 [0.35470009]
 [0.42762387]
 [0.34501654]
 [0.36400651]
 [0.40182017]
 [0.38458037]
 [0.45166347]
 [0.39068626]
 [0.43962452]
 [0.36581486]
 [0.4387784 ]
 [0.39066971]
 [0.31399474]
 [0.22790365]
 [0.40203581]
 [0.46923734]
 [0.38818682]
 [0.42458591]
 [0.36583758]
 [0.44814072]
 [0.36358346]
 [0.42293921]
 [0.39041046]
 [0.4076447 ]
 [0.42840048]
 [0.51552864]
 [0.40090698]
 [0.3450132 ]
 [0.42755653]
 [0.37372736]
 [0.51262588]]",52
