bootstrap,env,bias,mae_base,w_ht,w_hn,w_ut,w_un,mae_full,delta_mae_full
20,unhealthy,0.95,0.1754301898192764,0.0044130626654898,0.2992056487202118,0.2992056487202118,0.3971756398940865,0.190166111372676,0.0147359215533996
20,balanced,0.0,0.1249174583791886,0.2723985536359984,0.3615910004017678,0.0936118923262354,0.2723985536359984,0.1416667454047306,0.016749287025542
21,healthy,0.87,0.1756450671541172,0.3615910004017678,0.2723985536359984,0.2723985536359984,0.0936118923262354,0.1648254305229842,-0.0108196366311329
21,unhealthy,0.86,0.1459492936792988,0.1551312649164677,0.3068530514831231,0.3068530514831231,0.231162632117286,0.1809730993576944,0.0350238056783955
21,balanced,0.19,0.1158513631594342,0.1828778135048231,0.1828778135048231,0.272508038585209,0.3617363344051447,0.1371023946943952,0.0212510315349609
22,healthy,0.81,0.1646170967946001,0.2227116984826236,0.0048947626040137,0.3318649045521292,0.4405286343612334,0.192227886718341,0.0276107899237408
22,unhealthy,1.0,0.1789917460599431,0.0936118923262354,0.3615910004017678,0.2723985536359984,0.2723985536359984,0.189569577078293,0.0105778310183498
22,balanced,0.09,0.1333450347522284,0.2019064124783362,0.2019064124783362,0.2019064124783362,0.3942807625649913,0.1350968179996919,0.0017517832474635
23,healthy,0.93,0.1625422016290727,0.3946227233304423,0.588031222896791,0.0086730268863833,0.0086730268863833,0.1525393824951936,-0.0100028191338791
23,unhealthy,1.0,0.1844522542095921,0.0936118923262354,0.3615910004017678,0.2723985536359984,0.2723985536359984,0.2074651463779236,0.0230128921683314
23,balanced,0.21,0.1368408949642375,0.3723228995057661,0.1279516749038989,0.2498627127951674,0.2498627127951674,0.1488440706923086,0.012003175728071
24,healthy,0.99,0.1500145444913153,0.3068530514831231,0.231162632117286,0.1551312649164677,0.3068530514831231,0.1573205661136874,0.007306021622372
24,unhealthy,0.99,0.1550267546484557,0.1678966789667896,0.3321033210332103,0.3321033210332103,0.1678966789667896,0.1373532407580339,-0.0176735138904217
24,balanced,0.17,0.1340145269203168,0.3721185510428101,0.1278814489571899,0.3721185510428101,0.1278814489571899,0.1474186252873034,0.0134040983669865
25,healthy,1.0,0.1463478052657576,0.3306686046511627,0.1693313953488372,0.1693313953488372,0.3306686046511627,0.1451751616691511,-0.0011726435966065
25,unhealthy,0.86,0.1761886065734211,0.3318649045521292,0.4405286343612334,0.2227116984826235,0.0048947626040137,0.1965749136345806,0.0203863070611594
25,balanced,0.06,0.1095998755205986,0.2310838445807771,0.2310838445807771,0.2310838445807771,0.3067484662576687,0.1075232364089788,-0.0020766391116197
26,healthy,1.0,0.1444530219867469,0.3068530514831231,0.1551312649164677,0.231162632117286,0.3068530514831231,0.1725127806394601,0.0280597586527132
26,unhealthy,0.78,0.1544536887521992,0.3319808188860199,0.0859461453338251,0.3319808188860199,0.250092216894135,0.1827696741476734,0.0283159853954741
26,balanced,0.2,0.1233740956166095,0.3319808188860199,0.2500922168941349,0.16783474732571,0.2500922168941349,0.1122588219797234,-0.011115273636886
27,healthy,1.0,0.1393203005521017,0.3317025440313111,0.3317025440313111,0.1139921722113502,0.2226027397260273,0.1549753912963453,0.0156550907442436
27,unhealthy,0.83,0.1539986334468489,0.0048947626040137,0.3318649045521292,0.2227116984826236,0.4405286343612334,0.1797394995845172,0.0257408661376683
27,balanced,0.04,0.129841171750654,0.2310838445807771,0.2310838445807771,0.2310838445807771,0.3067484662576687,0.1477482513721953,0.0179070796215413
28,healthy,0.9,0.1325078506457525,0.3973509933774834,0.2008830022075055,0.3973509933774834,0.0044150110375275,0.1376804747546183,0.0051726241088658
